Philippines,3/24/2020,0.67224,0.6691,0.66733,0.67353,0.68012,0.69214,0.70589,0.72207,0.73997,0.7572,0.77249,0.75966,0.80119,0.80696,0.81221,0.81766,0.81921,0.82048,0.829,0.82843,0.83467,0.84017,0.84149,0.84602,0.85063,0.85074,0.85068,0.8515,0.85061,0.84941
Poland,3/21/2020,0.59174,0.56663,0.55829,0.54441,0.53913,0.53624,0.53766,0.54298,0.55384,0.56811,0.5844,0.57419,0.62355,0.64002,0.65821,0.67189,0.68843,0.7021,0.71391,0.72307,0.73046,0.7375,0.74327,0.75005,0.75505,0.75762,0.76576,0.77019,0.7765,0.78102
Portugal,3/19/2020,0.65675,0.64793,0.64519,0.64302,0.64794,0.65326,0.66351,0.67608,0.68729,0.70674,0.7232,0.7192,0.75907,0.77202,0.78339,0.79636,0.80442,0.81496,0.82291,0.83213,0.84024,0.84812,0.85417,0.86158,0.86621,0.87164,0.87552,0.87895,0.88159,0.88464
Qatar,3/23/2020,0.61042,0.57366,0.54367,0.5101,0.48415,0.45894,0.44299,0.43678,0.44152,0.44946,0.46124,0.44971,0.49546,0.50919,0.51853,0.5273,0.53034,0.5315,0.52859,0.52532,0.52071,0.51827,0.52028,0.52349,0.52548,0.53188,0.53924,0.54962,0.56244,0.57412
Romania,3/23/2020,0.60687,0.59026,0.58212,0.57422,0.57603,0.57336,0.58177,0.59058,0.60379,0.61681,0.62937,0.61667,0.6648,0.67631,0.68999,0.70176,0.70953,0.72108,0.72961,0.73791,0.74503,0.75316,0.76091,0.76548,0.77002,0.7741,0.78134,0.78322,0.78777,0.78985
Russia,3/25/2020,0.55129,0.53029,0.51103,0.50011,0.48641,0.47695,0.4718,0.46744,0.46831,0.46928,0.47134,0.45381,0.48313,0.48832,0.49771,0.50888,0.51904,0.53173,0.54495,0.56019,0.57544,0.5922,0.60763,0.62281,0.63608,0.648,0.65896,0.66852,0.6757,0.6814
Rwanda,6/12/2020,0.56247,0.54011,0.5243,0.48428,0.48855,0.48297,0.47975,0.48246,0.49074,0.50156,0.51723,0.4766,0.55605,0.57318,0.58123,0.59209,0.60165,0.61065,0.61645,0.6235,0.61364,0.61587,0.59411,0.58965,0.57946,0.57598,0.57496,0.57807,0.59156,0.58717
Saudi Arabia,3/22/2020,0.61361,0.60013,0.5875,0.57911,0.56063,0.55059,0.54183,0.53337,0.52562,0.52051,0.51387,0.47968,0.50106,0.4877,0.47645,0.46615,0.45729,0.45073,0.44585,0.44376,0.44344,0.44672,0.45243,0.46168,0.4734,0.48812,0.50442,0.52199,0.53909,0.55698
Senegal,4/24/2020,0.59881,0.58377,0.575,0.55812,0.55716,0.55491,0.55754,0.55876,0.56321,0.57298,0.58052,0.5531,0.60433,0.61123,0.62038,0.63292,0.64385,0.65624,0.67385,0.68494,0.69587,0.70797,0.71437,0.72207,0.72491,0.72723,0.72869,0.72772,0.72682,0.72181
Singapore,3/23/2020,0.57983,0.55438,0.52975,0.49041,0.47333,0.45045,0.4244,0.38977,0.367,0.33693,0.29762,0.24549,0.23949,0.22649,0.18239,0.16797,0.15689,0.14966,0.15282,0.16683,0.18094,0.20567,0.23921,0.27427,0.3162,0.35529,0.40272,0.44588,0.48999,0.5294
Slovakia,4/6/2020,0.60281,0.57562,0.54904,0.52125,0.50892,0.50031,0.49757,0.50283,0.51611,0.53706,0.56583,0.54741,0.65494,0.70235,0.73214,0.77705,0.82464,0.8712,0.93141,1,1,1,1,0.96819,0.94547,0.88799,0.87314,0.86962,0.87049,0.84517
Slovenia,3/25/2020,0.62778,0.61676,0.608,0.60432,0.60525,0.61087,0.61988,0.62998,0.64626,0.66135,0.68231,0.64851,0.73665,0.75434,0.7634,0.7733,0.78226,0.79432,0.80315,0.81519,0.82041,0.82952,0.83319,0.84355,0.85372,0.85989,0.86639,0.87077,0.87418,0.87758
South Africa,3/24/2020,0.61605,0.60959,0.60844,0.60984,0.61544,0.60768,0.61068,0.60682,0.60802,0.60517,0.59573,0.5342,0.593,0.57892,0.56276,0.53917,0.52224,0.50703,0.49831,0.48666,0.47676,0.46918,0.45922,0.45463,0.4497,0.44529,0.44047,0.43589,0.4333,0.43241
South Korea,2/23/2020,0.55553,0.55832,0.56684,0.5763,0.59494,0.6178,0.64539,0.67716,0.71157,0.74744,0.78346,0.77231,0.86464,0.88938,0.91219,0.93448,0.94082,0.94389,0.93129,0.92424,0.91898,0.90518,0.90084,0.8959,0.89127,0.88604,0.88247,0.87882,0.87971,0.87619
Spain,3/7/2020,0.5267,0.53028,0.51355,0.51728,0.50428,0.50806,0.51302,0.5209,0.53164,0.54258,0.55585,0.55436,0.58668,0.60442,0.62218,0.641,0.65955,0.67924,0.69613,0.71451,0.73196,0.7483,0.76435,0.7799,0.79342,0.80589,0.81499,0.82555,0.83503,0.84096
Sri Lanka,4/26/2020,0.6814,0.67458,0.66262,0.65459,0.65489,0.65573,0.65596,0.66189,0.67148,0.67407,0.68784,0.63789,0.71646,0.7016,0.68592,0.67235,0.63485,0.59637,0.57384,0.5458,0.50006,0.46957,0.43729,0.40484,0.38225,0.37501,0.38305,0.40158,0.42977,0.46523
Sweden,3/11/2020,0.53679,0.51536,0.48746,0.46878,0.45104,0.42991,0.41383,0.40236,0.3925,0.38578,0.38937,0.36138,0.40352,0.40453,0.41251,0.42307,0.43858,0.45502,0.47105,0.48871,0.50662,0.52267,0.53949,0.55565,0.57276,0.58976,0.60324,0.61426,0.62386,0.63194
Switzerland,3/11/2020,0.55178,0.54301,0.53462,0.53238,0.53817,0.54462,0.56018,0.57572,0.59661,0.62039,0.64358,0.64344,0.69334,0.71503,0.73026,0.74778,0.75944,0.77282,0.78367,0.79565,0.80493,0.8127,0.81923,0.82845,0.83505,0.84218,0.8497,0.85836,0.86507,0.86946
Taiwan,9/16/2020,0.50869,0.49898,0.47558,0.48569,0.48008,0.46492,0.43586,0.42579,0.41765,0.38651,0.3885,0.31305,0.38296,0.3562,0.37182,0.35463,0.34282,0.3576,0.37464,0.36089,0.37929,0.39022,0.37609,0.4021,0.37095,0.37475,0.3675,0.36777,0.36373,0.3616
Tajikistan,5/8/2020,0.58504,0.56389,0.54416,0.52965,0.5197,0.51551,0.51769,0.52561,0.53836,0.55512,0.57615,0.56387,0.6277,0.64739,0.67043,0.691,0.71008,0.72807,0.74594,0.75861,0.76947,0.77851,0.78535,0.79041,0.79427,0.79622,0.79734,0.79875,0.79889,0.79943
Thailand,3/22/2020,0.57335,0.5647,0.55724,0.54812,0.55116,0.55727,0.56891,0.58615,0.60763,0.63188,0.65855,0.62933,0.73072,0.75025,0.76917,0.7863,0.79976,0.81358,0.82578,0.83119,0.82914,0.83217,0.8306,0.82914,0.82495,0.82378,0.81526,0.81238,0.82158,0.80891
Togo,6/9/2020,0.57236,0.54141,0.5139,0.48787,0.42387,0.37635,0.36653,0.3268,0.28812,0.26037,0.23476,0.1549,0.22135,0.19882,0.19467,0.21512,0.23309,0.27125,0.32487,0.36003,0.40879,0.44191,0.4647,0.47869,0.45547,0.4575,0.4398,0.4114,0.38059,0.35996
Trinidad and Tobago,8/16/2020,0.57481,0.55424,0.5456,0.53093,0.53131,0.53458,0.53287,0.55232,0.56841,0.58139,0.5919,0.56718,0.62584,0.62728,0.63457,0.63316,0.63323,0.63039,0.63139,0.62865,0.63174,0.64038,0.64292,0.65335,0.65909,0.66606,0.6779,0.68652,0.69839,0.70786
Turkey,3/21/2020,0.59392,0.58966,0.58878,0.58837,0.59235,0.5999,0.60842,0.6191,0.63212,0.64656,0.66073,0.65765,0.68905,0.70206,0.71512,0.72749,0.73931,0.75121,0.76322,0.77462,0.78551,0.79673,0.80682,0.8169,0.82627,0.83486,0.84332,0.85144,0.85941,0.8667
Ukraine,3/30/2020,0.58085,0.56333,0.53817,0.5194,0.49973,0.48796,0.48226,0.48204,0.48234,0.48837,0.49672,0.4837,0.52878,0.54411,0.56012,0.57637,0.59051,0.60301,0.61647,0.6291,0.64111,0.65261,0.6642,0.67318,0.68199,0.69114,0.69877,0.70688,0.7144,0.72188
United Arab Emirates,3/29/2020,0.63542,0.62404,0.61526,0.60938,0.60665,0.6074,0.61954,0.62357,0.63435,0.64689,0.66059,0.65148,0.68997,0.70172,0.71256,0.72199,0.72916,0.73515,0.74052,0.7448,0.74892,0.75306,0.75739,0.76271,0.76735,0.77288,0.7782,0.78334,0.78766,0.7926
United Kingdom,3/9/2020,0.5211,0.50372,0.48498,0.46812,0.45639,0.45179,0.45026,0.44742,0.45185,0.45928,0.47063,0.46425,0.50182,0.52009,0.53521,0.55184,0.56902,0.5864,0.60412,0.62208,0.63951,0.6558,0.67207,0.68699,0.70146,0.71575,0.72829,0.74042,0.7501,0.75876
United States,3/8/2020,0.51856,0.49514,0.48887,0.48233,0.4726,0.47615,0.48511,0.50033,0.51644,0.53403,0.55176,0.56124,0.59149,0.61177,0.63158,0.64956,0.66689,0.68323,0.69811,0.71313,0.728,0.74226,0.75603,0.76906,0.78181,0.79358,0.80452,0.81505,0.82483,0.83357
Uruguay,4/16/2020,0.59349,0.5756,0.55502,0.53861,0.52799,0.51591,0.52208,0.52623,0.54009,0.55931,0.58209,0.54565,0.63575,0.6501,0.6537,0.64759,0.65055,0.64792,0.64816,0.65165,0.67061,0.66243,0.67726,0.6743,0.68848,0.68379,0.68462,0.66087,0.64439,0.62199
Venezuela,5/16/2020,0.58637,0.58592,0.57107,0.56676,0.56649,0.56549,0.5717,0.56615,0.57332,0.57417,0.57299,0.54416,0.58988,0.59791,0.61079,0.6197,0.63422,0.65146,0.66266,0.68393,0.69655,0.70433,0.71439,0.72,0.71906,0.71591,0.70816,0.70231,0.68854,0.68263
Vietnam,7/30/2020,0.54792,0.54393,0.54064,0.54494,0.55082,0.56618,0.58442,0.60429,0.63091,0.65698,0.68503,0.64787,0.76315,0.77837,0.7992,0.81975,0.83682,0.86785,0.87906,0.90199,0.90703,0.92696,0.91804,0.94119,0.94537,0.96604,0.94562,0.94638,0.94135,0.94626
Yemen,6/9/2020,0.54225,0.53447,0.51918,0.52763,0.53139,0.5388,0.55038,0.55706,0.56473,0.56957,0.5736,0.4979,0.59603,0.5824,0.58153,0.58108,0.56298,0.58544,0.57228,0.55203,0.55567,0.55649,0.55199,0.54396,0.53465,0.52863,0.51618,0.52033,0.51122,0.51864
Zambia,5/14/2020,0.57172,0.55532,0.54259,0.53407,0.52015,0.52558,0.53002,0.53973,0.55484,0.57549,0.60199,0.51203,0.65227,0.67645,0.70282,0.59283,0.57679,0.55133,0.46117,0.39256,0.31106,0.25833,0.21563,0.19905,0.2357,0.2101,0.23317,0.29066,0.35021,0.40967
Zimbabwe,6/22/2020,0.61306,0.55523,0.48709,0.4806,0.41537,0.37397,0.34421,0.29852,0.2748,0.25879,0.18624,0.16561,0.19531,0.16798,0.15803,0.13711,0.096076,0.083833,0.049482,0.029849,0.020041,0,0.0054804,0.025856,0.026378,0.060173,0.053864,0.086833,0.10731,0.13097
